cob_urb,precip,elev,hund,pob,viv_s_a,ocupantes,ingreso
100,#N/D,2224,2.564,2431,188,2.7041,0.836029386476674
100,#N/D,2224,4.278,2734,245,2.6188,0.78801497648148
100,#N/D,2229,6.13,7870,285,3.3362,0.687581794417086
100,#N/D,2231,5.898,6830,308,3.1577,0.680867712404969
100,#N/D,2228,7.23,11124,1373,2.5426,0.693078181381092
100,#N/D,2227,14.784,2332,79,3.6043,0.72768449555828
100,#N/D,2229,19.274,2673,57,3.7177,0.761790156237954
100,#N/D,2228,19.758,5158,185,3.4804,0.693985368123854
100,#N/D,2228,19.525,6493,140,3.6335,0.712887683474188
100,#N/D,2227,20.646,6431,162,3.5589,0.699404701750755
100,#N/D,2227,22.155,4704,69,3.6157,0.67923248133193
100,#N/D,2228,1.26,5747,195,3.3181,0.735842764444714
100,#N/D,2229,1.401,4126,162,3.1617,0.757367671135397
100,#N/D,2230,2.295,3165,88,3.2832,0.714035230930427
100,#N/D,2231,2.825,4322,246,2.9664,0.664884016403056
100,#N/D,2228,4.41,3885,221,2.7321,0.841157890742578
100,#N/D,2226,4.097,2091,144,2.6402,0.856135220399821
100,#N/D,2224,5.466,1668,133,2.6947,0.804410705228818
100,#N/D,2225,6.742,3121,144,2.9114,0.768162329029719
100,#N/D,2226,8.072,3207,133,3.3406,0.733249176072891
100,#N/D,2230,8.1,1270,22,3.639,0.583964811177482
100,#N/D,2230,8.68,3158,84,3.3921,0.711038920193186
100,#N/D,2230,9.853,2862,88,3.1075,0.728844861194009
100,#N/D,2229,14.583,1136,67,3.3314,0.713156174522694
100,#N/D,2228,20.414,5734,169,3.5571,0.739205818247106
100,#N/D,2229,20.936,4683,115,3.4409,0.694316857845057
100,#N/D,2229,22.665,5636,99,3.6385,0.671335505757049
100,#N/D,2230,1.681,3779,139,3.1129,0.750283407349327
100,#N/D,2230,4.027,3975,274,2.6412,0.824114448733964
100,#N/D,2230,4.488,4341,255,2.7302,0.859040363509926
100,#N/D,2229,4.888,3081,175,2.8137,0.846392789071173
100,#N/D,2228,5.437,3559,206,2.8818,0.822036081566037
100,#N/D,2228,6.325,2453,189,2.5876,0.839736147154633
100,#N/D,2226,7.07,2625,141,2.8135,0.833392329646628
100,#N/D,2225,9.059,609,47,2.6137,0.790636473428065
100,#N/D,2229,11.628,3638,92,3.3623,0.733748475288212
100,#N/D,2227,11.904,27,1,3.8571,0.740571702984488
100,#N/D,2228,15.516,5998,907,2.0718,0.827748476784879
100,#N/D,2227,19.139,4928,182,3.3433,0.717472973593143
100,#N/D,2227,20.68,7534,254,3.6273,0.709845674604262
100,#N/D,2229,21.427,4710,118,3.5123,0.689466572681652
100,#N/D,2235,22.235,3765,58,3.6029,0.701232291936534
100,#N/D,2236,22.484,3574,45,3.79,0.628772085197317
100,#N/D,2235,23.917,3688,81,3.5326,0.718027935669116
100,#N/D,2231,1.977,3123,124,2.949,0.790660048934321
100,#N/D,2231,2.69,4755,429,2.7048,0.731183028757038
100,#N/D,2230,5.152,4752,270,3.0481,0.712853712129192
100,#N/D,2229,5.377,4800,325,2.8219,0.733084952227511
100,#N/D,2229,7.485,5449,288,2.9327,0.715535481969848
100,#N/D,2228,8.143,4332,223,2.935,0.755890496900412
100,#N/D,2227,8.944,3189,135,2.9665,0.844643099597858
100,#N/D,2228,8.37,2922,141,2.7776,0.8482146215751
100,#N/D,2228,11.372,567,89,2.3625,0.763027920023195
100,#N/D,2228,9.372,3951,176,2.7552,0.836930060755444
100,#N/D,2228,9.618,3179,310,2.4193,0.841137690073678
100,#N/D,2228,10.937,4357,201,3.0597,0.749339438053064
100,#N/D,2229,12.988,4581,155,3.1968,0.785573458839955
100,#N/D,2229,15.045,2305,74,3.2882,0.771488162194241
100,#N/D,2229,15.406,4005,131,3.3292,0.768454475592385
100,#N/D,2230,16.525,2711,66,3.5346,0.725574026914378
100,#N/D,2230,18.075,2655,92,3.3312,0.754605381144588
100,#N/D,2229,16.339,4727,236,3.0321,0.834648696295744
100,#N/D,2227,20.152,6372,225,3.3679,0.744259212939045
100,#N/D,2227,20.635,7254,154,3.5541,0.738384806106728
100,#N/D,2229,20.836,5,0,5,0
100,#N/D,2235,24.156,4227,116,3.3979,0.742366727637976
100,#N/D,2227,20.741,3179,51,3.7532,0.715900308249747
100,#N/D,2230,19.785,6393,80,3.7212,0.700436622342203
100,#N/D,2231,20.354,7008,74,3.6845,0.714108577465217
100,#N/D,2233,24.376,4564,95,3.4893,0.845152249944277
76.92,#N/D,2231,24.716,2926,85,3.4709,0.830090658795185
100,#N/D,2228,25.98,4520,94,3.7951,0.785775763656054
100,#N/D,2225,26.322,4033,123,3.5785,0.806199931197651
100,#N/D,2225,26.994,3205,130,3.2505,0.853308038924387
88.89,#N/D,2225,26.045,4075,90,3.5966,0.802512659410115
100,#N/D,2228,11.774,2770,139,3.1876,0.74619843763123
100,#N/D,2229,13.429,2941,73,3.176,0.762683538013353
100,#N/D,2229,14.484,3343,99,3.4787,0.747340345137812
100,#N/D,2230,17.175,2408,47,3.7508,0.765266169401876
100,#N/D,2230,16.068,4439,123,3.2906,0.731621800566334
100,#N/D,2229,15.336,3932,114,3.3809,0.743872432049037
100,#N/D,2228,17.81,406,26,3.0299,0.690373237408112
100,#N/D,2228,18.848,6604,279,3.4594,0.72572293322914
92.59,#N/D,2227,19.71,3806,98,3.6631,0.704747560805223
100,#N/D,2230,19.079,2907,44,3.6474,0.796645527120918
100,#N/D,2229,19.904,3178,39,3.8851,0.799238631606624
15.88,#N/D,2225,21.444,1058,8,4.1167,0.752467834794908
100,#N/D,2228,11.555,4749,182,3.2045,0.740339439133868
100,#N/D,2228,11.416,3002,74,3.3998,0.804300459470921
100,#N/D,2228,12.369,3630,129,3.1703,0.77238584011461
100,#N/D,2228,13.462,5068,192,3.1537,0.731205452596777
100,#N/D,2229,14.044,3901,67,3.434,0.717765339620952
100,#N/D,2228,14.986,5981,217,3.1916,0.712557517282101
100,#N/D,2228,18.576,4171,40,3.8836,0.806962258986345
100,#N/D,2230,19.787,3859,55,4.0451,0.79428693404181
100,#N/D,2231,20.478,3284,55,3.5503,0.804622845987853
100,#N/D,2235,21.364,2940,75,3.6522,0.796942772350184
100,#N/D,2228,13.789,5414,125,3.3711,0.748979015642849
100,#N/D,2227,15.421,8122,302,3.1179,0.714415531760046
100,#N/D,2227,17.536,4399,94,3.5108,0.720314106816249
100,#N/D,2227,17.378,3891,78,3.4834,0.709164622191868
100,#N/D,2226,19.678,3649,57,3.7121,0.784891997914417
100,#N/D,2227,20.907,3143,48,3.7328,0.800517068442795
100,#N/D,2233,21.223,760,24,3.5514,0.784491080291566
100,#N/D,2223,21.891,3465,70,3.5142,0.813047484416895
100,#N/D,2226,24.35,1782,27,3.7125,0.77404362842954
100,#N/D,2226,24.531,2384,71,3.4057,0.852333466563975
100,#N/D,2226,24.752,2991,97,3.3419,0.849741515112484
100,#N/D,2227,23.092,2877,99,3.9465,0.77014506096927
100,#N/D,2226,24.075,3762,51,3.8664,0.788836866576676
100,#N/D,2226,24.824,3892,93,3.6374,0.846813625252575
87.5,#N/D,2229,23.089,2595,34,3.8731,0.785955469078484
100,#N/D,2228,24.747,2783,72,3.5006,0.875395496167503
100,#N/D,2228,25.354,2808,44,3.4752,0.852055740186502
100,#N/D,2228,25.55,3389,82,3.3654,0.823063606004699
100,#N/D,2227,26.686,3272,58,3.4883,0.807460634210348
92.86,#N/D,2231,25.41,6109,130,3.4109,0.734952310569674
100,#N/D,2227,27.507,6886,142,3.5331,0.691244032369894
0,#N/D,2500,0.061,9,7,1.2857,0
4.87,#N/D,2345,0,1826,38,3.6375,0.627423646177972
9.84,#N/D,2335,0,3487,38,3.8616,0.547736182823636
31.75,#N/D,2359,0,5206,53,3.8851,0.568020734125277
100,#N/D,2319,0,3128,208,3.0222,0.65238459419348
100,#N/D,2318,0,6925,111,3.6105,0.625803563930112
100,#N/D,2308,0,7046,164,3.555,0.626300106882719
100,#N/D,2237,3.485,2536,60,3.3723,0.812917229748702
100,#N/D,2228,4.911,2311,46,3.4544,0.813078172741467
100,#N/D,2228,6.55,2312,69,3.3605,0.825751371538414
100,#N/D,2228,8.747,2872,77,3.4395,0.81132628622997
100,#N/D,2237,2.957,2681,71,3.4372,0.817741360837823
100,#N/D,2226,12.229,5533,147,3.4625,0.663912583590801
100,#N/D,2230,5.724,3076,126,3.1909,0.790217566310369
100,#N/D,2226,24.966,2678,68,3.6786,0.800632660005494
100,#N/D,2226,26.281,2896,74,3.652,0.790858731849308
100,#N/D,2309,0,4594,79,3.7563,0.64635944124521
100,#N/D,2306,0,3794,98,3.4744,0.692743590273926
100,#N/D,2300,0,3613,59,3.86,0.651421146783469
100,#N/D,2291,0,4079,77,3.7116,0.619421385780968
100,#N/D,2287,0,5074,50,3.9242,0.586728538949553
100,#N/D,2306,0,5028,68,3.8766,0.551300396840278
100,#N/D,2229,0,2195,62,3.5346,0.870927683188823
100,#N/D,2239,0,4016,121,3.3976,0.791355765391078
100,#N/D,2229,0,4751,108,3.5561,0.796236629581851
100,#N/D,2239,0,3952,79,3.6324,0.728075980008708
100,#N/D,2256,0,3522,72,3.688,0.571603204859773
100,#N/D,2287,0,2688,56,3.6423,0.544696076618827
100,#N/D,2228,0.153,4976,243,3.0528,0.836073718007707
100,#N/D,2244,0.226,5088,249,2.9074,0.832273719287732
100,#N/D,2246,0.399,2254,105,2.846,0.921731748938783
85.71,#N/D,2255,0,1781,40,3.4583,0.807276763998858
100,#N/D,2247,0.876,2276,61,3.397,0.793214059306313
100,#N/D,2229,8.544,5242,260,3.0406,0.77404700572688
100,#N/D,2228,20.094,4606,257,3.1248,0.74726438153707
100,#N/D,2227,20.402,4849,132,3.5999,0.743553831941766
100,#N/D,2228,19.985,4359,150,3.2824,0.757918038991629
60.87,#N/D,2369,0,4488,16,3.706,0.544723461503016
38.24,#N/D,2347,0,5021,66,3.8623,0.555598673778032
29.85,#N/D,2352,0,3389,43,3.9089,0.59263750476721
100,#N/D,2402,0,4383,78,3.7558,0.524180407782697
14.08,#N/D,2392,0,1856,22,3.8347,0.526413253028324
100,#N/D,2227,19.896,2848,67,3.5645,0.788119640749753
100,#N/D,2228,19.684,2794,54,3.8485,0.694092923019484
100,#N/D,2227,19.991,2067,58,3.4565,0.759523564218239
100,#N/D,2274,0,8202,166,3.5974,0.684785406321603
100,#N/D,2268,0,11929,329,3.7127,0.684821075460532
100,#N/D,2249,0.32,950,42,3.2423,0.764252946492809
100,#N/D,2241,0.657,3185,109,3.6609,0.835169402370249
100,#N/D,2235,0.811,1750,99,2.7216,0.903892743199397
100,#N/D,2229,20.98,4293,89,3.5775,0.617920254053536
100,#N/D,2229,21.189,5624,86,3.4975,0.62920206973959
100,#N/D,2232,4.528,2148,77,3.5098,0.656455137207209
100,#N/D,2226,10.666,2114,46,3.2623,0.713336279662025
100,#N/D,2258,0,2437,176,2.7199,0.780719200656957
100,#N/D,2253,0,5872,327,3.1102,0.752480655305265
100,#N/D,2252,0,2093,133,2.8711,0.83650127021415
100,#N/D,2372,0,5370,122,3.8467,0.547149209330256
92.86,#N/D,2450,0,3503,41,3.7147,0.472796254854929
100,#N/D,2340,0,5807,125,3.8999,0.610698715290042
75,#N/D,2340,0,4954,81,3.7644,0.587790094446053
100,#N/D,2316,0,5938,54,3.7535,0.642018594121715
100,#N/D,2312,0,3537,50,3.8825,0.532027259813986
100,#N/D,2301,0,4511,60,3.7908,0.655035747786269
100,#N/D,2312,0,2977,47,3.9588,0.581998828309213
100,#N/D,2234,0.005,4641,140,3.3925,0.711462576889709
100,#N/D,2229,0,1952,71,3.4366,0.780727806546889
33.33,#N/D,2397,0.023,4181,83,3.6325,0.533918767301166
47.06,#N/D,2366,0,4353,66,3.658,0.539720937540348
100,#N/D,2229,17.992,3143,233,2.9962,0.774237650000315
100,#N/D,2229,18.922,2409,105,3.3,0.736733580198229
100,#N/D,2228,0.195,1294,63,3.2431,0.861152555121115
18.24,#N/D,2254,0,3877,548,3.3451,0.672272202284012
100,#N/D,2232,0.168,1242,48,3.4215,0.8385060209028
100,#N/D,2244,0.326,3045,149,2.8863,0.913819020281143
100,#N/D,2229,15.406,2994,164,3.2901,0.824220813466541
100,#N/D,2228,16.027,7100,896,2.2749,0.851850891950378
28.26,#N/D,2363,0.08,5215,260,3.8093,0.462832352499692
27.27,#N/D,2335,0,2240,271,3.7584,0.52391816825771
20,#N/D,2367,0.117,3658,88,3.6039,0.484140549310654
53.85,#N/D,2361,0,3639,92,3.6173,0.517789079003773
100,#N/D,2233,23.81,4152,134,3.2514,0.726791502848694
100,#N/D,2233,25.112,4475,170,3.201,0.752488042854829
100,#N/D,2228,25.882,5151,110,3.118,0.733329040953384
100,#N/D,2230,24.685,4318,189,3.1426,0.726783169112993
100,#N/D,2235,22.577,3829,184,3.0979,0.803551481840637
100,#N/D,2229,20.133,4540,180,3.0026,0.783314121274587
100,#N/D,2228,19.886,4768,250,3.0861,0.787568366383669
100,#N/D,2227,21.03,5447,384,2.8135,0.784247024533167
100,#N/D,2226,23.042,5194,214,3.0571,0.745359837482713
100,#N/D,2226,16.249,5216,296,3.022,0.789467769779128
99,#N/D,2228,15.519,4817,168,3.4018,0.710469352567821
0,#N/D,2228,16.138,0,0,0,0
2.48,#N/D,2228,16.641,280,0,280,0
92.31,#N/D,2232,18.465,2526,79,3.3413,0.665303738042905
100,#N/D,2231,16.207,2185,77,3.2956,0.710916150914317
100,#N/D,2230,16.802,5795,319,3.1223,0.731026662134823
100,#N/D,2229,14.04,2002,78,3.3256,0.777428923636372
100,#N/D,2226,17.755,5166,176,3.3137,0.747347401231388
100,#N/D,2226,19.912,6783,559,2.7562,0.78161827872121
100,#N/D,2226,9.508,6450,523,2.808,0.750594222499854
100,#N/D,2228,11.407,4171,293,2.6823,0.808818696894105
100,#N/D,2227,10.804,2634,160,2.6606,0.78757355792866
100,#N/D,2228,12.86,6499,143,3.4773,0.7550279261106
100,#N/D,2230,12.977,3844,130,3.0925,0.734101912681866
100,#N/D,2229,13.991,5069,125,3.3023,0.670767894182098
100,#N/D,2231,14.512,1100,31,2.6506,0.864811122879741
100,#N/D,2231,14.534,4789,197,3.4753,0.683356473213565
100,#N/D,2229,12.16,7115,206,3.4439,0.749419898399164
100,#N/D,2228,13.22,4592,136,3.4894,0.756736748359409
100,#N/D,2229,13.323,4337,112,3.3132,0.785199481351191
100,#N/D,2227,12.52,4024,75,3.3422,0.75803754533446
100,#N/D,2227,15.3,6622,244,3.3597,0.756052793243775
100,#N/D,2228,17.416,5753,290,3.2194,0.705975971060043
100,#N/D,2228,9.035,1989,116,3.1622,0.714106410717944
100,#N/D,2229,9.819,2678,127,3.0536,0.764775310195154
100,#N/D,2229,10.045,7109,184,3.4814,0.71516654942709
100,#N/D,2231,13.931,3002,140,3.3883,0.717920767837663
100,#N/D,2230,14.226,2587,69,3.9376,0.722164741640987
100,#N/D,2230,14.623,2879,112,3.7293,0.7025834110377
100,#N/D,2230,14.872,2534,100,3.8048,0.695090396708257
100,#N/D,2229,15.149,2085,84,3.4236,0.706163169905052
100,#N/D,2229,14.268,17,0,5.6667,0
100,#N/D,2229,12.413,3788,82,3.6564,0.728312680620249
100,#N/D,2228,11.332,1838,108,3.2021,0.752117675021604
100,#N/D,2228,12.497,3996,77,3.493,0.731854650020235
100,#N/D,2228,11.744,4587,140,3.5042,0.740095801701113
100,#N/D,2227,12.232,5257,150,3.3982,0.767032159489602
100,#N/D,2229,12.042,3345,54,3.6438,0.778141244794716
100,#N/D,2228,12.992,4427,137,3.2866,0.738232233533479
100,#N/D,2228,12.562,3630,157,3.5174,0.723249539934302
100,#N/D,2229,12.03,4487,115,3.6215,0.770266232151667
100,#N/D,2231,11.974,7049,264,3.5691,0.69522003908322
100,#N/D,2230,11.819,4962,158,3.7591,0.724267648768906
100,#N/D,2229,12.172,3097,72,3.9807,0.706870831361043
100,#N/D,2229,12.922,7219,116,3.6945,0.729645688501686
100,#N/D,2228,13.328,5946,148,3.5583,0.726746774287982
100,#N/D,2228,12.327,2048,41,4.096,0.725814732554088
100,#N/D,2230,14.594,2591,120,3.4919,0.676972592974554
100,#N/D,2229,13.929,2347,41,3.9379,0.716761509540232
100,#N/D,2229,13.911,2104,68,3.8255,0.734881451318557
100,#N/D,2228,13.018,4299,69,3.55,0.804120354699486
100,#N/D,2228,13.776,2735,62,3.5845,0.710022268921282
100,#N/D,2229,13.351,4156,123,3.3625,0.718059693283006
100,#N/D,2230,12.851,3131,45,3.8991,0.728914024205567
100,#N/D,2231,12.277,3933,63,3.7457,0.684689021829724
100,#N/D,2230,11.858,2486,39,3.7553,0.705156833649594
100,#N/D,2229,11.552,3084,94,3.6197,0.717290563867379
100,#N/D,2229,11.258,3189,80,3.4891,0.675726577507024
100,#N/D,2230,8.426,2656,159,2.7958,0.837258210294292
100,#N/D,2229,9.013,2225,75,3.4711,0.814132119634148
100,#N/D,2229,9.099,2188,63,3.5635,0.757347743354358
100,#N/D,2229,9.038,2176,76,3.0306,0.820914726140113
100,#N/D,2229,10.325,4987,146,3.468,0.717677412352766
100,#N/D,2229,11.203,1760,71,3.346,0.747351159433601
100,#N/D,2229,9.734,4723,71,4.1249,0.715229385457771
100,#N/D,2228,10.608,3584,95,3.4898,0.834122092843009
100,#N/D,2228,10.774,3010,74,3.4088,0.817864735225107
100,#N/D,2229,11.366,2166,35,3.4601,0.850843969898112
100,#N/D,2228,7.79,1830,104,2.9048,0.868146072483083
100,#N/D,2228,8.605,1918,130,2.8584,0.814503325208628
100,#N/D,2229,8.907,2427,100,3.0917,0.853552612891524
100,#N/D,2229,9.226,1413,84,2.9074,0.824263252032151
100,#N/D,2229,9.285,3045,145,3.6121,0.716027226199871
100,#N/D,2229,9.155,3320,102,3.4547,0.781080714902663
100,#N/D,2229,10.006,2536,70,3.2555,0.830796414211144
100,#N/D,2227,7.021,2442,127,2.9211,0.840787411069147
100,#N/D,2227,7.49,1709,150,2.6787,0.796734161581934
100,#N/D,2228,7.807,1476,120,2.866,0.796542497101363
100,#N/D,2229,7.964,1837,108,2.8525,0.8483342276357
100,#N/D,2229,13.486,948,19,3.4725,0.815904674385123
100,#N/D,2229,11.365,2543,40,3.6225,0.805301463882283
100,#N/D,2230,11.346,2322,35,3.8829,0.75139797073797
100,#N/D,2230,11.439,1996,41,3.4593,0.807062813374996
100,#N/D,2231,11.802,2563,28,4.0683,0.741790601743239
100,#N/D,2229,11.097,4441,84,4.2498,0.730293556040182
100,#N/D,2229,9.752,3696,169,3.6923,0.691621914259964
100,#N/D,2229,10.019,3497,44,3.9875,0.698270053301872
100,#N/D,2229,9.645,3080,58,4.0314,0.719851851340983
100,#N/D,2231,11.61,4180,49,3.8419,0.691755587488886
100,#N/D,2228,16.006,3703,206,2.9203,0.783755091888713
100,#N/D,2229,14.396,3934,183,3.2379,0.716925877419676
100,#N/D,2232,11.449,1508,44,2.9,0.843282489328997
100,#N/D,2232,13.067,4228,108,3.5529,0.740434138032661
100,#N/D,2228,12.226,3501,39,4.2029,0.718762669693109
100,#N/D,2231,10.662,2021,33,4.0339,0.68521034892072
100,#N/D,2229,10.813,865,20,3.8106,0.700618853969826
100,#N/D,2231,21.124,6536,418,2.901,0.787623972138407
100,#N/D,2230,16.451,1524,59,3.2987,0.801941546138891
100,#N/D,2232,20.206,2006,165,2.7367,0.804298845314937
100,#N/D,2232,20.003,3552,301,2.7621,0.807083605922591
100,#N/D,2227,22.191,5904,293,3.2529,0.738856883822011
100,#N/D,2227,17.969,7362,204,3.3433,0.754261842090745
100,#N/D,2230,18.858,9472,354,3.3517,0.788059783997637
100,#N/D,2232,25.106,3795,127,3.5302,0.723638500525745
100,#N/D,2228,11.664,2908,398,2.3283,0.880000344010237
100,#N/D,2229,14.002,3207,58,3.9839,0.717394063236191
100,#N/D,2232,21.383,2598,48,3.7652,0.740343654934257
100,#N/D,2232,25.795,2371,91,3.5022,0.750637437109756
100,#N/D,2230,11.107,1380,137,2.8049,0.872709563018923
100,#N/D,2229,11.209,1242,88,2.9362,0.917400048811482
100,#N/D,2229,11.674,1795,174,2.7033,0.874330987456723
100,#N/D,2231,12.576,3124,85,3.6796,0.735497236014494
100,#N/D,2232,15.137,1996,62,3.8092,0.68466688539945
100,#N/D,2229,24.648,3009,151,3.1442,0.704439163774889
100,#N/D,2230,11.132,2463,283,2.6091,0.896439848687676
100,#N/D,2230,11.114,2294,245,2.5833,0.881787776642737
100,#N/D,2231,10.633,6432,209,3.7636,0.650783097974183
100,#N/D,2230,12.098,0,0,0,0
100,#N/D,2232,11.601,2076,51,3.7952,0.748363173223175
100,#N/D,2232,11.397,1811,55,3.5861,0.733090064754146
100,#N/D,2232,12.461,3584,107,3.6797,0.723633310762423
100,#N/D,2226,28.017,4715,143,3.4644,0.718220944496581
100,#N/D,2226,20.451,2486,63,3.5312,0.802673426850327
100,#N/D,2233,18.813,1676,37,3.5889,0.795326645314489
100,#N/D,2235,10.799,1103,20,3.3938,0.804169359041934
100,#N/D,2237,21.915,4092,126,3.803,0.693219535437758
100,#N/D,2229,8.467,5004,149,3.4321,0.769669844339298
100,#N/D,2229,8.217,5904,195,3.5695,0.695634952945803
100,#N/D,2229,8.308,5237,121,3.6469,0.6890706169579
100,#N/D,2229,7.584,5121,205,3.4932,0.729426827598522
100,#N/D,2229,8.558,7071,214,3.9349,0.678669250771669
100,#N/D,2229,7.712,5368,175,3.7304,0.695295733373061
100,#N/D,2231,9.85,6403,168,3.8387,0.66240775934577
100,#N/D,2231,10.522,4751,122,3.8407,0.635199547379357
100,#N/D,2232,9.069,8045,140,3.7349,0.715831172726522
100,#N/D,2231,2.6,3803,103,3.5575,0.741605861099371
100,#N/D,2241,7.991,5215,192,3.7572,0.634902022598111
100,#N/D,2238,24.402,5438,149,3.6399,0.630225734423623
100,#N/D,2226,5.136,7744,389,2.949,0.764025334011052
100,#N/D,2227,3.621,6156,300,3.1488,0.752320876389786
100,#N/D,2228,5.281,6775,365,3.0395,0.793417340486946
100,#N/D,2229,6.083,7579,279,3.1383,0.799001166279906
100,#N/D,2229,7.014,4288,187,3.2608,0.793614539166517
100,#N/D,2232,7.625,5816,507,3.0323,0.678724666475565
100,#N/D,2232,7.959,6023,208,3.4339,0.76168321742381
100,#N/D,2232,7.61,5194,255,3.1885,0.659173542732808
100,#N/D,2248,14.366,2708,93,3.2904,0.725171945975078
100,#N/D,2242,23.452,4701,100,3.924,0.712552319390641
100,#N/D,2246,20.42,3845,70,4.0136,0.710691615080369
100,#N/D,2239,17.845,5712,151,3.5745,0.676498261227152
100,#N/D,2236,26.687,6728,183,3.5579,0.609019384584231
100,#N/D,2235,25.854,4481,96,3.5934,0.633843095150206
100,#N/D,2231,2.626,2522,119,2.6326,0.878213135230572
100,#N/D,2229,3.674,2004,66,3.0831,0.902664414114148
100,#N/D,2228,5.765,2581,186,2.7604,0.811058191636179
100,#N/D,2228,6.085,2784,212,2.7483,0.779769767294087
100,#N/D,2229,6.056,3327,252,3.0163,0.765396222765128
100,#N/D,2229,6.02,4288,244,3.181,0.769393371238043
100,#N/D,2230,4.335,2239,208,2.7074,0.810294371366407
100,#N/D,2229,3.697,11611,339,3.9015,0.581736926587261
100,#N/D,2229,0.993,7202,216,3.8126,0.653698404277011
100,#N/D,2229,3.773,8080,267,4.0808,0.556512129843473
100,#N/D,2242,20.424,3654,88,4.0154,0.729911208637839
100,#N/D,2242,15.388,4101,95,3.9244,0.711101300444913
100,#N/D,2242,5.347,6933,137,3.7968,0.683833313101228
100,#N/D,2246,2.062,3488,189,2.5685,0.894360819704216
100,#N/D,2228,3.733,1274,60,2.9423,0.87068595090178
100,#N/D,2240,4.283,1184,57,2.8393,0.854227925904382
100,#N/D,2244,9.175,7052,121,3.8514,0.632713352631676
100,#N/D,2254,4.171,6765,93,3.8438,0.627264696310362
100,#N/D,2248,5.27,4075,82,3.7215,0.650709778784019
100,#N/D,2241,23.679,4491,105,4.0864,0.71233886861793
100,#N/D,2243,15.643,2305,43,4.6008,0.753660667240539
100,#N/D,2230,2.102,2675,145,2.582,0.904555130487277
100,#N/D,2229,3.497,1542,54,2.9768,0.858901051162351
100,#N/D,2229,3.235,3902,227,2.8316,0.801577164054159
100,#N/D,2244,4.333,4074,229,2.8935,0.849898807354684
100,#N/D,2243,4.225,3674,135,3.1057,0.815686979486608
100,#N/D,2235,4.374,5524,290,3.1174,0.783539848153342
100,#N/D,2232,2.841,7828,364,3.4915,0.649891668017453
100,#N/D,2234,0.798,6400,216,3.5301,0.717044601147336
100,#N/D,2234,0.654,5691,261,3.5658,0.70658371249568
100,#N/D,2235,3.824,4849,159,3.4366,0.710017307366932
